Unnamed: 0;ITTER107;Territorio;TIPO_DATO_CENERG;Tipo dato;DOTAZIONI_A;Fonte alimentazione;TIME;Seleziona periodo;Value;Flag Codes;Flags
234;ITF2;Molise;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;954.0;;
235;ITF2;Molise;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;711.0;;
236;ITF2;Molise;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;534.0;;
72;ITD;Nord-est;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;9561397.0;;
73;ITD;Nord-est;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;519916.0;;
74;ITD;Nord-est;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;462319.0;;
75;ITD;Nord-est;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;3002594.0;;
76;ITD;Nord-est;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);METAN;metano;2013;2013;5145821.0;;
77;ITD;Nord-est;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;1739.0;;
78;ITD;Nord-est;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;688.0;;
79;ITD;Nord-est;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;593.0;;
80;ITD;Nord-est;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;1167.0;;
81;ITD;Nord-est;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;423.0;;
82;ITD;Nord-est;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;486.0;;
17;ITC;Nord-ovest;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;13160190.0;;
18;ITC;Nord-ovest;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;602165.0;;
19;ITC;Nord-ovest;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;392641.0;;
20;ITC;Nord-ovest;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;3834136.0;;
21;ITC;Nord-ovest;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);METAN;metano;2013;2013;7951588.0;;
22;ITC;Nord-ovest;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;1478.0;;
23;ITC;Nord-ovest;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;558.0;;
24;ITC;Nord-ovest;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;526.0;;
25;ITC;Nord-ovest;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;1190.0;;
26;ITC;Nord-ovest;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;409.0;;
27;ITC;Nord-ovest;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;458.0;;
28;ITC1;Piemonte;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;3724781.0;;
29;ITC1;Piemonte;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;202441.0;;
30;ITC1;Piemonte;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;193864.0;;
31;ITC1;Piemonte;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;1037748.0;;
32;ITC1;Piemonte;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);METAN;metano;2013;2013;2144882.0;;
33;ITC1;Piemonte;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;1537.0;;
34;ITC1;Piemonte;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;651.0;;
35;ITC1;Piemonte;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;513.0;;
36;ITC1;Piemonte;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;1215.0;;
37;ITC1;Piemonte;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;452.0;;
38;ITC1;Piemonte;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;514.0;;
105;ITD2;Provincia Autonoma Trento;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;416007.0;;
106;ITD2;Provincia Autonoma Trento;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;68744.0;;
107;ITD2;Provincia Autonoma Trento;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;26443.0;;
108;ITD2;Provincia Autonoma Trento;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;117806.0;;
109;ITD2;Provincia Autonoma Trento;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);METAN;metano;2013;2013;179020.0;;
110;ITD2;Provincia Autonoma Trento;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;1543.0;;
111;ITD2;Provincia Autonoma Trento;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;408.0;;
112;ITD2;Provincia Autonoma Trento;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;513.0;;
113;ITD2;Provincia Autonoma Trento;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;1092.0;;
114;ITD2;Provincia Autonoma Trento;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;443.0;;
115;ITD2;Provincia Autonoma Trento;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;436.0;;
248;ITF4;Puglia;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;2212700.0;;
249;ITF4;Puglia;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;52912.0;;
250;ITF4;Puglia;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;98547.0;;
251;ITF4;Puglia;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;933421.0;;
252;ITF4;Puglia;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);METAN;metano;2013;2013;1059807.0;;
253;ITF4;Puglia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;915.0;;
254;ITF4;Puglia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;349.0;;
255;ITF4;Puglia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;592.0;;
256;ITF4;Puglia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;793.0;;
257;ITF4;Puglia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;325.0;;
258;ITF4;Puglia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;610.0;;
292;ITG2;Sardegna;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;1085349.0;;
293;ITG2;Sardegna;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;167498.0;;
294;ITG2;Sardegna;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;265907.0;;
295;ITG2;Sardegna;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;535117.0;;
296;ITG2;Sardegna;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;1137.0;;
297;ITG2;Sardegna;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;382.0;;
298;ITG2;Sardegna;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;753.0;;
299;ITG2;Sardegna;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;470.0;;
300;ITG2;Sardegna;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;418.0;;
281;ITG1;Sicilia;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;2564383.0;;
282;ITG1;Sicilia;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;21567.0;;
283;ITG1;Sicilia;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;216050.0;;
284;ITG1;Sicilia;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;1364016.0;;
285;ITG1;Sicilia;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);METAN;metano;2013;2013;897942.0;;
286;ITG1;Sicilia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;986.0;;
287;ITG1;Sicilia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;259.0;;
288;ITG1;Sicilia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;671.0;;
289;ITG1;Sicilia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;698.0;;
290;ITG1;Sicilia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;499.0;;
291;ITG1;Sicilia;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;247.0;;
160;ITE1;Toscana;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;2768507.0;;
161;ITE1;Toscana;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;127180.0;;
162;ITE1;Toscana;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;135410.0;;
163;ITE1;Toscana;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;954410.0;;
164;ITE1;Toscana;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);METAN;metano;2013;2013;1394350.0;;
165;ITE1;Toscana;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;1608.0;;
166;ITE1;Toscana;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;479.0;;
167;ITE1;Toscana;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;580.0;;
168;ITE1;Toscana;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;997.0;;
169;ITE1;Toscana;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;421.0;;
170;ITE1;Toscana;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;407.0;;
83;ITDA;Trentino Alto Adige;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;762760.0;;
84;ITDA;Trentino Alto Adige;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;141308.0;;
85;ITDA;Trentino Alto Adige;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;37679.0;;
86;ITDA;Trentino Alto Adige;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;235349.0;;
87;ITDA;Trentino Alto Adige;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);METAN;metano;2013;2013;293753.0;;
88;ITDA;Trentino Alto Adige;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;1538.0;;
89;ITDA;Trentino Alto Adige;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;340.0;;
90;ITDA;Trentino Alto Adige;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;533.0;;
91;ITDA;Trentino Alto Adige;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;1075.0;;
92;ITDA;Trentino Alto Adige;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;413.0;;
93;ITDA;Trentino Alto Adige;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;511.0;;
171;ITE2;Umbria;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;651324.0;;
172;ITE2;Umbria;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;23699.0;;
173;ITE2;Umbria;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;54821.0;;
174;ITE2;Umbria;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;226816.0;;
175;ITE2;Umbria;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);METAN;metano;2013;2013;269213.0;;
176;ITE2;Umbria;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;1057.0;;
177;ITE2;Umbria;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;520.0;;
178;ITE2;Umbria;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;586.0;;
179;ITE2;Umbria;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;920.0;;
180;ITE2;Umbria;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;414.0;;
181;ITE2;Umbria;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;443.0;;
39;ITC2;Valle d'Aosta;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;127899.0;;
40;ITC2;Valle d'Aosta;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;37226.0;;
41;ITC2;Valle d'Aosta;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;20345.0;;
42;ITC2;Valle d'Aosta;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;33427.0;;
43;ITC2;Valle d'Aosta;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);METAN;metano;2013;2013;26470.0;;
44;ITC2;Valle d'Aosta;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;1616.0;;
45;ITC2;Valle d'Aosta;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;523.0;;
46;ITC2;Valle d'Aosta;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;545.0;;
47;ITC2;Valle d'Aosta;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;1072.0;;
48;ITC2;Valle d'Aosta;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;665.0;;
49;ITC2;Valle d'Aosta;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;514.0;;
116;ITD3;Veneto;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ALL;tutte le voci;2013;2013;3954097.0;;
117;ITD3;Veneto;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);H_OIL;gasolio;2013;2013;250645.0;;
118;ITD3;Veneto;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;215412.0;;
119;ITD3;Veneto;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);ELECTR;energia elettrica;2013;2013;1284108.0;;
120;ITD3;Veneto;ENER_SOUR_EXP;spese delle famiglie per consumi energetici per fonte (migliaia di euro);METAN;metano;2013;2013;1988115.0;;
121;ITD3;Veneto;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);H_OIL;gasolio;2013;2013;1750.0;;
122;ITD3;Veneto;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);LPG;Gpl (Gas Petrolio Liquefatto);2013;2013;721.0;;
123;ITD3;Veneto;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);ELECTR;energia elettrica;2013;2013;624.0;;
124;ITD3;Veneto;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);METAN;metano;2013;2013;1104.0;;
125;ITD3;Veneto;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);FIREWOOD;legna;2013;2013;435.0;;
126;ITD3;Veneto;ENER_SOUR_EXP_AV;spesa media effettiva delle famiglie per consumi energetici per fonte (euro);PELLETS;pellets;2013;2013;524.0;;
